"","County","Date","cum_deaths","cum_cases","daily_deaths","daily_cases"
"1","Alamance",2020-01-22,0,0,0,0
"2","Alamance",2020-01-23,0,0,0,0
"3","Alamance",2020-01-24,0,0,0,0
"4","Alamance",2020-01-25,0,0,0,0
"5","Alamance",2020-01-26,0,0,0,0
"6","Alamance",2020-01-27,0,0,0,0
"7","Alamance",2020-01-28,0,0,0,0
"8","Alamance",2020-01-29,0,0,0,0
"9","Alamance",2020-01-30,0,0,0,0
"10","Alamance",2020-01-31,0,0,0,0
"11","Alamance",2020-02-01,0,0,0,0
"12","Alamance",2020-02-02,0,0,0,0
"13","Alamance",2020-02-03,0,0,0,0
"14","Alamance",2020-02-04,0,0,0,0
"15","Alamance",2020-02-05,0,0,0,0
"16","Alamance",2020-02-06,0,0,0,0
"17","Alamance",2020-02-07,0,0,0,0
"18","Alamance",2020-02-08,0,0,0,0
"19","Alamance",2020-02-09,0,0,0,0
"20","Alamance",2020-02-10,0,0,0,0
"21","Alamance",2020-02-11,0,0,0,0
"22","Alamance",2020-02-12,0,0,0,0
"23","Alamance",2020-02-13,0,0,0,0
"24","Alamance",2020-02-14,0,0,0,0
"25","Alamance",2020-02-15,0,0,0,0
"26","Alamance",2020-02-16,0,0,0,0
"27","Alamance",2020-02-17,0,0,0,0
"28","Alamance",2020-02-18,0,0,0,0
"29","Alamance",2020-02-19,0,0,0,0
"30","Alamance",2020-02-20,0,0,0,0
"31","Alamance",2020-02-21,0,0,0,0
"32","Alamance",2020-02-22,0,0,0,0
"33","Alamance",2020-02-23,0,0,0,0
"34","Alamance",2020-02-24,0,0,0,0
"35","Alamance",2020-02-25,0,0,0,0
"36","Alamance",2020-02-26,0,0,0,0
"37","Alamance",2020-02-27,0,0,0,0
"38","Alamance",2020-02-28,0,0,0,0
"39","Alamance",2020-02-29,0,0,0,0
"40","Alamance",2020-03-01,0,0,0,0
"41","Alamance",2020-03-02,0,0,0,0
"42","Alamance",2020-03-03,0,0,0,0
"43","Alamance",2020-03-04,0,0,0,0
"44","Alamance",2020-03-05,0,0,0,0
"45","Alamance",2020-03-06,0,0,0,0
"46","Alamance",2020-03-07,0,0,0,0
"47","Alamance",2020-03-08,0,0,0,0
"48","Alamance",2020-03-09,0,0,0,0
"49","Alamance",2020-03-10,0,0,0,0
"50","Alamance",2020-03-11,0,0,0,0
"51","Alamance",2020-03-12,0,0,0,0
"52","Alamance",2020-03-13,0,0,0,0
"53","Alamance",2020-03-14,0,0,0,0
"54","Alamance",2020-03-15,0,0,0,0
"55","Alamance",2020-03-16,0,0,0,0
"56","Alamance",2020-03-17,0,0,0,0
"57","Alamance",2020-03-18,0,0,0,0
"58","Alamance",2020-03-19,0,1,0,1
"59","Alamance",2020-03-20,0,1,0,0
"60","Alamance",2020-03-21,0,2,0,1
"61","Alamance",2020-03-22,0,2,0,0
"62","Alamance",2020-03-23,0,2,0,0
"63","Alamance",2020-03-24,0,2,0,0
"64","Alamance",2020-03-25,0,3,0,1
"65","Alamance",2020-03-26,0,5,0,2
"66","Alamance",2020-03-27,0,5,0,0
"67","Alamance",2020-03-28,0,7,0,2
"68","Alamance",2020-03-29,0,7,0,0
"69","Alamance",2020-03-30,0,8,0,1
"70","Alamance",2020-03-31,0,9,0,1
"71","Alamance",2020-04-01,0,14,0,5
"72","Alamance",2020-04-02,0,18,0,4
"73","Alamance",2020-04-03,0,18,0,0
"74","Alamance",2020-04-04,0,20,0,2
"75","Alamance",2020-04-05,0,21,0,1
"76","Alamance",2020-04-06,0,29,0,8
"77","Alamance",2020-04-07,0,30,0,1
"78","Alamance",2020-04-08,0,33,0,3
"79","Alamance",2020-04-09,0,36,0,3
"80","Alamance",2020-04-10,0,38,0,2
"81","Alamance",2020-04-11,0,40,0,2
"82","Alamance",2020-04-12,0,40,0,0
"83","Alamance",2020-04-13,0,42,0,2
"84","Alamance",2020-04-14,0,42,0,0
"85","Alamance",2020-04-15,0,45,0,3
"86","Alamance",2020-04-16,0,48,0,3
"87","Alamance",2020-04-17,0,48,0,0
"88","Alamance",2020-04-18,0,50,0,2
"89","Alamance",2020-04-19,0,53,0,3
"90","Alamance",2020-04-20,0,57,0,4
"91","Alamance",2020-04-21,0,60,0,3
"92","Alamance",2020-04-22,0,65,0,5
"93","Alamance",2020-04-23,0,73,0,8
"94","Alamance",2020-04-24,1,78,1,5
"95","Alamance",2020-04-25,1,82,0,4
"96","Alamance",2020-04-26,1,89,0,7
"97","Alamance",2020-04-27,1,92,0,3
"98","Alamance",2020-04-28,1,94,0,2
"99","Alamance",2020-04-29,1,99,0,5
"100","Alamance",2020-04-30,1,106,0,7
"101","Alamance",2020-05-01,1,118,0,12
"102","Alamance",2020-05-02,2,123,1,5
"103","Alamance",2020-05-03,2,124,0,1
"104","Alamance",2020-05-04,2,128,0,4
"105","Alamance",2020-05-05,3,129,1,1
"106","Alamance",2020-05-06,3,147,0,18
"107","Alamance",2020-05-07,3,149,0,2
"108","Alamance",2020-05-08,3,152,0,3
"109","Alamance",2020-05-09,4,173,1,21
"110","Alamance",2020-05-10,5,178,1,5
"111","Alamance",2020-05-11,7,185,2,7
"112","Alamance",2020-05-12,8,190,1,5
"113","Alamance",2020-05-13,9,198,1,8
"114","Alamance",2020-05-14,9,207,0,9
"115","Alamance",2020-05-15,9,225,0,18
"116","Alamance",2020-05-16,9,228,0,3
"117","Alamance",2020-05-17,11,231,2,3
"118","Alamance",2020-05-18,13,241,2,10
"119","Alamance",2020-05-19,13,251,0,10
"120","Alamance",2020-05-20,13,263,0,12
"121","Alamance",2020-05-22,20,281,8,11
"122","Alamance",2020-05-23,20,285,0,4
"123","Alamance",2020-05-24,20,294,0,9
"124","Alamance",2020-05-25,20,302,0,8
"125","Alamance",2020-05-26,23,312,3,10
"126","Alamance",2020-05-27,23,316,0,4
"127","Alamance",2020-05-28,24,343,1,27
"128","Alamance",2020-05-29,24,359,0,16
"129","Alamance",2020-05-30,24,376,0,17
"130","Alamance",2020-05-31,24,389,0,13
"131","Alamance",2020-06-01,26,399,2,10
"132","Alamance",2020-06-02,26,406,0,7
"133","Alamance",2020-06-03,29,427,3,21
"134","Alamance",2020-06-04,29,455,0,28
"135","Alamance",2020-06-05,30,473,1,18
"136","Alamance",2020-06-06,30,486,0,13
"137","Alamance",2020-06-07,30,522,0,36
"138","Alamance",2020-06-08,30,550,0,28
"139","Alamance",2020-06-09,30,575,0,25
"140","Alamance",2020-06-10,30,619,0,44
"141","Alamance",2020-06-11,30,669,0,50
"142","Alamance",2020-06-12,31,724,1,55
"143","Alamance",2020-06-13,32,765,1,41
"144","Alamance",2020-06-14,33,805,1,40
"145","Alamance",2020-06-15,34,822,1,17
"146","Alamance",2020-06-16,34,833,0,11
"147","Alamance",2020-06-17,35,858,1,25
"148","Alamance",2020-06-18,35,903,0,45
"149","Alamance",2020-06-19,35,935,0,32
"150","Alamance",2020-06-20,35,956,0,21
"151","Alamance",2020-06-21,35,975,0,19
"152","Alamance",2020-06-22,36,985,1,10
"153","Alamance",2020-06-23,36,1007,0,22
"154","Alamance",2020-06-24,36,1030,0,23
"155","Alamance",2020-06-25,36,1059,0,29
"156","Alamance",2020-06-26,36,1077,0,18
"157","Alamance",2020-06-27,36,1101,0,24
"158","Alamance",2020-06-28,37,1127,1,26
"159","Alamance",2020-06-29,37,1139,0,12
"160","Alamance",2020-06-30,37,1181,0,42
"161","Alamance",2020-07-01,37,1195,0,14
"162","Alamance",2020-07-02,37,1235,0,40
"163","Alamance",2020-07-03,37,1273,0,38
"164","Alamance",2020-07-04,37,1310,0,37
"165","Alamance",2020-07-05,37,1329,0,19
"166","Alamance",2020-07-06,37,1340,0,11
"167","Alamance",2020-07-07,37,1364,0,24
"168","Alamance",2020-07-08,37,1399,0,35
"169","Alamance",2020-07-09,37,1419,0,20
"170","Alamance",2020-07-10,37,1428,0,9
"171","Alamance",2020-07-11,37,1473,0,45
"172","Alamance",2020-07-12,37,1498,0,25
"173","Alamance",2020-07-13,37,1525,0,27
"174","Alamance",2020-07-14,38,1579,1,54
"175","Alamance",2020-07-15,38,1609,0,30
"176","Alamance",2020-07-16,38,1643,0,34
"177","Alamance",2020-07-17,38,1687,0,44
"178","Alamance",2020-07-18,39,1708,1,21
"179","Alamance",2020-07-19,39,1753,0,45
"180","Alamance",2020-07-20,40,1771,1,18
"181","Alamance",2020-07-21,40,1819,0,48
"182","Alamance",2020-07-22,40,1868,0,49
"183","Alamance",2020-07-23,40,1917,0,49
"184","Alamance",2020-07-24,40,1949,0,32
"185","Alamance",2020-07-25,40,1971,0,22
"186","Alamance",2020-07-26,41,1999,1,28
"187","Alamance",2020-07-27,41,2063,0,64
"188","Alamance",2020-07-28,41,2081,0,18
"189","Alamance",2020-07-29,41,2139,0,58
"190","Alamance",2020-07-30,41,2177,0,38
"191","Alamance",2020-07-31,41,2207,0,30
"192","Alamance",2020-08-01,41,2235,0,28
"193","Alamance",2020-08-02,41,2286,0,51
"194","Alamance",2020-08-03,41,2305,0,19
"195","Alamance",2020-08-04,41,2328,0,23
"196","Alamance",2020-08-05,41,2368,0,40
"197","Alamance",2020-08-06,41,2388,0,20
"198","Alamance",2020-08-07,41,2434,0,46
"199","Alamance",2020-08-08,41,2478,0,44
"200","Alamance",2020-08-09,41,2506,0,28
"201","Alamance",2020-08-10,41,2525,0,19
"202","Alamance",2020-08-11,41,2559,0,34
"203","Alamance",2020-08-12,41,2601,0,42
"204","Alamance",2020-08-13,42,2626,1,25
"205","Alamance",2020-08-14,42,2650,0,24
"206","Alamance",2020-08-15,42,2684,0,34
"207","Alamance",2020-08-16,42,2704,0,20
"208","Alamance",2020-08-17,42,2734,0,30
"209","Alamance",2020-08-18,42,2756,0,22
"210","Alamance",2020-08-19,44,2802,2,46
"211","Alamance",2020-08-20,44,2836,0,34
"212","Alamance",2020-08-21,44,2881,0,45
"213","Alamance",2020-08-22,44,2921,0,40
"214","Alamance",2020-08-23,44,2968,0,47
"215","Alamance",2020-08-24,44,2985,0,17
"216","Alamance",2020-08-25,44,3010,0,25
"217","Alamance",2020-08-26,44,3056,0,46
"218","Alamance",2020-08-27,44,3075,0,19
"219","Alamance",2020-08-28,45,3099,1,24
"220","Alamance",2020-08-29,46,3224,1,125
"221","Alamance",2020-08-30,46,3241,0,17
"222","Alamance",2020-08-31,46,3261,0,20
"223","Alamance",2020-09-01,46,3285,0,24
"224","Alamance",2020-09-02,46,3312,0,27
"225","Alamance",2020-09-03,46,3355,0,43
"226","Alamance",2020-09-04,46,3399,0,44
"227","Alamance",2020-09-05,46,3415,0,16
"228","Alamance",2020-09-06,46,3434,0,19
"229","Alamance",2020-09-07,46,3445,0,11
"230","Alamance",2020-09-08,47,3457,1,12
"231","Alamance",2020-09-09,47,3479,0,22
"232","Alamance",2020-09-10,48,3525,1,46
"233","Alamance",2020-09-11,48,3545,0,20
"234","Alamance",2020-09-12,48,3583,0,38
"235","Alamance",2020-09-13,48,3593,0,10
"236","Alamance",2020-09-14,48,3605,0,12
"237","Alamance",2020-09-15,48,3632,0,27
"238","Alamance",2020-09-16,48,3657,0,25
"239","Alamance",2020-09-17,48,3709,0,52
"240","Alamance",2020-09-18,48,3738,0,29
"241","Alamance",2020-09-19,48,3768,0,30
"242","Alamance",2020-09-20,54,3780,6,12
"243","Alamance",2020-09-21,54,3808,0,28
"244","Alamance",2020-09-22,54,3838,0,30
"245","Alamance",2020-09-23,54,3874,0,36
"246","Alamance",2020-09-24,54,3901,0,27
"247","Alamance",2020-09-25,54,3934,0,33
"248","Alamance",2020-09-26,54,3950,0,16
"249","Alamance",2020-09-27,54,3962,0,12
"250","Alamance",2020-09-28,54,3974,0,12
"251","Alamance",2020-09-29,54,3977,0,3
"252","Alamance",2020-09-30,55,3977,1,0
"253","Alamance",2020-10-01,55,4018,0,41
"254","Alamance",2020-10-02,56,4081,1,63
"255","Alamance",2020-10-03,56,4117,0,36
"256","Alamance",2020-10-04,56,4121,0,4
"257","Alamance",2020-10-05,57,4155,1,34
"258","Alamance",2020-10-06,59,4172,2,17
"259","Alamance",2020-10-07,59,4204,0,32
"260","Alamance",2020-10-08,59,4287,0,83
"261","Alamance",2020-10-09,59,4314,0,27
"262","Alamance",2020-10-10,59,4377,0,63
"263","Alamance",2020-10-11,59,4426,0,49
"264","Alamance",2020-10-12,59,4464,0,38
"265","Alamance",2020-10-13,59,4512,0,48
"266","Alamance",2020-10-14,59,4555,0,43
"267","Alamance",2020-10-15,59,4580,0,25
"268","Alamance",2020-10-16,59,4675,0,95
"269","Alamance",2020-10-17,59,4757,0,82
"270","Alamance",2020-10-18,66,4790,7,33
"271","Alamance",2020-10-19,68,4815,2,25
"272","Alamance",2020-10-20,72,4828,4,13
"273","Alamance",2020-10-21,72,4852,0,24
"274","Alamance",2020-10-22,72,4899,0,47
"275","Alamance",2020-10-23,72,4942,0,43
"276","Alamance",2020-10-24,72,5001,0,59
"277","Alamance",2020-10-25,74,5048,2,47
"278","Alamance",2020-10-26,76,5095,2,47
"279","Alamance",2020-10-27,79,5147,3,52
"280","Alamance",2020-10-28,79,5181,0,34
"281","Alamance",2020-10-29,79,5254,0,73
"282","Alamance",2020-10-30,79,5315,0,61
"283","Alamance",2020-10-31,88,5376,9,61
"284","Alamance",2020-11-01,88,5409,0,33
"285","Alamance",2020-11-02,88,5437,0,28
"286","Alamance",2020-11-03,88,5464,0,27
"287","Alamance",2020-11-04,89,5493,1,29
"288","Alamance",2020-11-05,90,5551,1,58
"289","Alamance",2020-11-06,92,5609,2,58
"290","Alamance",2020-11-07,93,5646,1,37
"291","Alamance",2020-11-08,93,5704,0,58
"292","Alamance",2020-11-09,93,5738,0,34
"293","Alamance",2020-11-10,93,5769,0,31
"294","Alamance",2020-11-11,93,5834,0,65
"295","Alamance",2020-11-12,96,5908,3,74
"296","Alamance",2020-11-13,96,5931,0,23
"297","Alamance",2020-11-14,96,6006,0,75
"298","Alamance",2020-11-15,96,6069,0,63
"299","Alamance",2020-11-16,96,6110,0,41
"300","Alamance",2020-11-17,96,6197,0,87
"301","Alamance",2020-11-18,96,6260,0,63
"302","Alamance",2020-11-19,96,6306,0,46
"303","Alamance",2020-11-20,96,6429,0,123
"304","Alamance",2020-11-21,96,6473,0,44
"305","Alamance",2020-11-22,96,6614,0,141
"306","Alamance",2020-11-23,96,6645,0,31
"307","Alamance",2020-11-24,96,6739,0,94
"308","Alamance",2020-11-25,96,6826,0,87
"309","Alamance",2020-11-26,96,6826,0,0
"310","Alamance",2020-11-27,97,7033,1,207
"311","Alamance",2020-11-28,97,7097,0,64
"312","Alamance",2020-11-29,97,7160,0,63
"313","Alamance",2020-11-30,97,7208,0,48
"314","Alamance",2020-12-01,97,7249,0,41
"315","Alamance",2020-12-02,104,7312,7,63
"316","Alamance",2020-12-03,104,7405,0,93
"317","Alamance",2020-12-04,104,7517,0,112
"318","Alamance",2020-12-05,104,7665,0,148
"319","Alamance",2020-12-06,104,7785,0,120
"320","Alamance",2020-12-07,111,7910,7,125
"321","Alamance",2020-12-08,111,7989,0,79
"322","Alamance",2020-12-09,112,8094,1,105
"323","Alamance",2020-12-10,112,8187,0,93
"324","Alamance",2020-12-11,112,8320,0,133
"325","Alamance",2020-12-12,112,8405,0,85
"326","Alamance",2020-12-13,113,8492,1,87
"327","Alamance",2020-12-14,114,8632,1,140
"328","Alamance",2020-12-15,114,8733,0,101
"329","Alamance",2020-12-16,114,8846,0,113
"330","Alamance",2020-12-17,114,8919,0,73
"331","Alamance",2020-12-18,114,9082,0,163
"332","Alamance",2020-12-19,114,9160,0,78
"333","Alamance",2020-12-20,114,9283,0,123
"334","Alamance",2020-12-21,116,9352,2,69
"335","Alamance",2020-12-22,116,9456,0,104
"336","Alamance",2020-12-23,116,9578,0,122
"337","Alamance",2020-12-24,116,9578,0,0
"338","Alamance",2020-12-25,116,9578,0,0
"339","Alamance",2020-12-26,116,10011,0,433
"340","Alamance",2020-12-27,117,10052,1,41
"341","Alamance",2020-12-28,117,10120,0,68
"342","Alamance",2020-12-29,117,10164,0,44
"343","Alamance",2020-12-30,117,10274,0,110
"344","Alamance",2020-12-31,117,10397,0,123
"345","Alamance",2021-01-01,117,10397,0,0
"346","Alamance",2021-01-02,117,10797,0,400
"347","Alamance",2021-01-03,117,10876,0,79
"348","Alamance",2021-01-04,117,10977,0,101
"349","Alamance",2021-01-05,124,11049,7,72
"350","Alamance",2021-01-06,124,11119,0,70
"351","Alamance",2021-01-07,124,11275,0,156
"352","Alamance",2021-01-08,124,11482,0,207
"353","Alamance",2021-01-09,124,11675,0,193
"354","Alamance",2021-01-10,164,11815,40,140
"355","Alamance",2021-01-11,164,11909,0,94
"356","Alamance",2021-01-12,164,12020,0,111
"357","Alamance",2021-01-13,169,12110,5,90
"358","Alamance",2021-01-14,169,12216,0,106
"359","Alamance",2021-01-15,169,12366,0,150
"360","Alamance",2021-01-16,169,12490,0,124
"361","Alamance",2021-01-17,169,12619,0,129
"362","Alamance",2021-01-18,169,12619,0,0
"363","Alamance",2021-01-19,169,12758,0,139
"364","Alamance",2021-01-20,169,12892,0,134
"365","Alamance",2021-01-21,169,12962,0,70
"366","Alamance",2021-01-22,170,13083,1,121
"367","Alamance",2021-01-23,171,13180,1,97
"368","Alamance",2021-01-24,171,13257,0,77
"369","Alamance",2021-01-25,171,13318,0,61
"370","Alamance",2021-01-26,171,13380,0,62
"371","Alamance",2021-01-27,171,13433,0,53
"372","Alamance",2021-01-28,172,13506,1,73
"373","Alamance",2021-01-29,172,13601,0,95
"374","Alamance",2021-01-30,172,13601,0,0
"375","Alamance",2021-01-31,172,13788,0,187
"376","Alamance",2021-02-01,172,13852,0,64
"377","Alamance",2021-02-02,172,13893,0,41
"378","Alamance",2021-02-03,173,14163,1,270
"379","Alamance",2021-02-04,175,14262,2,99
"380","Alamance",2021-02-05,176,14372,1,110
"381","Alamance",2021-02-06,178,14458,2,86
"382","Alamance",2021-02-07,178,14548,0,90
"383","Alamance",2021-02-08,178,14587,0,39
"384","Alamance",2021-02-09,178,14661,0,74
"385","Alamance",2021-02-10,186,14705,8,44
"386","Alamance",2021-02-11,194,14785,8,80
"387","Alamance",2021-02-12,199,14859,5,74
"388","Alamance",2021-02-13,203,14947,4,88
"389","Alamance",2021-02-14,206,15020,3,73
"390","Alamance",2021-02-15,206,15075,0,55
"391","Alamance",2021-02-16,207,15094,1,19
"392","Alamance",2021-02-17,212,15138,5,44
"393","Alamance",2021-02-18,216,15219,4,81
"394","Alamance",2021-02-19,217,15279,1,60
"395","Alamance",2021-02-20,217,15331,0,52
"396","Alamance",2021-02-21,217,15376,0,45
"397","Alamance",2021-02-22,217,15426,0,50
"398","Alamance",2021-02-23,217,15459,0,33
"399","Alamance",2021-02-24,221,15511,4,52
"400","Alamance",2021-02-25,222,15576,1,65
"401","Alamance",2021-02-26,223,15615,1,39
"402","Alamance",2021-02-27,223,15690,0,75
"403","Alamance",2021-02-28,223,15690,0,0
"404","Alamance",2021-03-01,223,15753,0,63
"405","Alamance",2021-03-02,223,15767,0,14
"406","Alamance",2021-03-03,228,15799,5,32
"407","Alamance",2021-03-04,228,15838,0,39
"408","Alamance",2021-03-05,230,15888,2,50
"409","Alamance",2021-03-06,230,15938,0,50
"410","Alamance",2021-03-07,230,15938,0,0
"411","Alamance",2021-03-08,231,16003,1,65
"412","Alamance",2021-03-09,231,16020,0,17
"413","Alamance",2021-03-10,231,16040,0,20
"414","Alamance",2021-03-11,231,16086,0,46
"415","Alamance",2021-03-12,233,16126,2,40
"416","Alamance",2021-03-13,233,16144,0,18
"417","Alamance",2021-03-14,233,16144,0,0
"418","Alamance",2021-03-15,237,16231,4,87
"419","Alamance",2021-03-16,237,16256,0,25
"420","Alamance",2021-03-17,237,16311,0,55
"421","Alamance",2021-03-18,237,16342,0,31
"422","Alamance",2021-03-19,237,16368,0,26
"423","Alamance",2021-03-20,237,16417,0,49
"424","Alamance",2021-03-21,237,16417,0,0
"425","Alamance",2021-03-22,237,16478,0,61
"426","Alamance",2021-03-23,237,16492,0,14
"427","Alamance",2021-03-24,237,16541,0,49
"428","Alamance",2021-03-25,237,16602,0,61
"429","Alamance",2021-03-26,239,16638,2,36
"430","Alamance",2021-03-27,239,16638,0,0
"431","Alamance",2021-03-28,239,16638,0,0
"432","Alamance",2021-03-29,240,16779,1,141
"433","Alamance",2021-03-30,240,16803,0,24
"434","Alamance",2021-03-31,240,16846,0,43
"435","Alamance",2021-04-01,241,16893,1,47
"436","Alamance",2021-04-02,241,16893,0,0
"437","Alamance",2021-04-03,241,16893,0,0
"438","Alamance",2021-04-04,241,16893,0,0
"439","Alamance",2021-04-05,241,17023,0,130
"440","Alamance",2021-04-06,241,17046,0,23
"441","Alamance",2021-04-07,242,17069,1,23
"442","Alamance",2021-04-08,244,17110,2,41
"443","Alamance",2021-04-09,252,17151,8,41
"444","Alamance",2021-04-10,252,17151,0,0
"445","Alamance",2021-04-11,252,17151,0,0
"446","Alamance",2021-04-12,253,17229,1,78
"447","Alamance",2021-04-13,254,17246,1,17
"448","Alamance",2021-04-14,254,17274,0,28
"449","Alamance",2021-04-15,261,17328,7,54
"450","Alamance",2021-04-16,263,17372,2,44
"451","Alamance",2021-04-17,263,17372,0,0
"452","Alamance",2021-04-18,263,17372,0,0
"453","Alamance",2021-04-20,262,17469,0,14
"454","Alamance",2021-04-21,263,17504,1,35
"455","Alamance",2021-04-22,263,17533,0,29
"456","Alamance",2021-04-23,263,17580,0,47
"457","Alamance",2021-04-24,263,17580,0,0
"458","Alamance",2021-04-25,263,17580,0,0
"459","Alamance",2021-04-26,263,17693,0,113
"460","Alamance",2021-04-27,263,17712,0,19
"461","Alamance",2021-04-28,264,17737,1,25
"462","Alamance",2021-04-29,264,17777,0,40
"463","Alamance",2021-04-30,264,17794,0,17
"464","Alamance",2021-05-01,264,17794,0,0
"465","Alamance",2021-05-02,264,17794,0,0
"466","Alamance",2021-05-03,265,17859,1,65
"467","Alamance",2021-05-04,265,17870,0,11
"468","Alamance",2021-05-05,266,17884,1,14
"469","Alamance",2021-05-06,267,17899,1,15
"470","Alamance",2021-05-07,276,17933,9,34
"471","Alamance",2021-05-08,276,17933,0,0
"472","Alamance",2021-05-09,276,17933,0,0
"473","Alamance",2021-05-10,276,18028,0,95
"474","Alamance",2021-05-11,276,18056,0,28
"475","Alamance",2021-05-12,277,18123,1,67
"476","Alamance",2021-05-13,277,18189,0,66
"477","Alamance",2021-05-14,277,18304,0,115
"478","Alamance",2021-05-15,277,18304,0,0
"479","Alamance",2021-05-16,277,18304,0,0
"480","Alamance",2021-05-17,279,18328,2,24
"481","Alamance",2021-05-18,279,18344,0,16
"482","Alamance",2021-05-19,287,18414,8,70
"483","Alamance",2021-05-20,287,18428,0,14
"484","Alamance",2021-05-21,287,18459,0,31
"485","Alamance",2021-05-22,287,18459,0,0
"486","Alamance",2021-05-23,287,18459,0,0
"487","Alamance",2021-05-24,287,18570,0,111
"488","Alamance",2021-05-25,287,18599,0,29
"489","Alamance",2021-05-26,287,18627,0,28
"490","Alamance",2021-05-27,287,18695,0,68
"491","Alamance",2021-05-28,287,18725,0,30
"492","Alamance",2021-05-29,287,18725,0,0
"493","Alamance",2021-05-30,287,18725,0,0
"494","Alamance",2021-05-31,287,18725,0,0
"495","Alamance",2021-06-01,287,18830,0,105
"496","Alamance",2021-06-02,287,18831,0,1
"497","Alamance",2021-06-03,288,18843,1,12
"498","Alamance",2021-06-04,288,18858,0,15
"499","Alamance",2021-06-05,288,18858,0,0
"500","Alamance",2021-06-06,288,18858,0,0
"501","Alamance",2021-06-07,288,18881,0,23
"502","Alamance",2021-06-08,288,18881,0,0
"503","Alamance",2021-06-09,288,18889,0,8
"504","Alamance",2021-06-10,288,18894,0,5
"505","Alamance",2021-06-11,288,18911,0,17
"506","Alamance",2021-06-12,288,18911,0,0
"507","Alamance",2021-06-13,288,18911,0,0
"508","Alamance",2021-06-14,288,18931,0,20
"509","Alamance",2021-06-15,288,18940,0,9
"510","Alamance",2021-06-16,289,18947,1,7
"511","Alamance",2021-06-17,289,18959,0,12
"512","Alamance",2021-06-18,289,18966,0,7
"513","Alamance",2021-06-19,289,18966,0,0
"514","Alamance",2021-06-20,289,18966,0,0
"515","Alamance",2021-06-21,289,18988,0,22
"516","Alamance",2021-06-22,289,18993,0,5
"517","Alamance",2021-06-23,289,19002,0,9
"518","Alamance",2021-06-24,289,19005,0,3
"519","Alamance",2021-06-25,289,19010,0,5
"520","Alamance",2021-06-26,289,19010,0,0
"521","Alamance",2021-06-27,289,19010,0,0
"522","Alamance",2021-06-28,289,19023,0,13
"523","Alamance",2021-06-29,289,19028,0,5
"524","Alamance",2021-07-02,289,19042,0,7
"525","Alamance",2021-07-03,289,19042,0,0
"526","Alamance",2021-07-04,289,19042,0,0
"527","Alamance",2021-07-05,289,19042,0,0
"528","Alamance",2021-07-07,288,19069,0,4
"529","Alamance",2021-07-08,288,19078,0,9
"530","Alamance",2021-07-09,288,19078,0,0
"531","Alamance",2021-07-10,288,19078,0,0
"532","Alamance",2021-07-11,288,19078,0,0
"533","Alamance",2021-07-12,288,19106,0,28
"534","Alamance",2021-07-13,288,19108,0,2
"535","Alamance",2021-07-14,288,19124,0,16
"536","Alamance",2021-07-15,288,19132,0,8
"537","Alamance",2021-07-16,288,19149,0,17
"538","Alamance",2021-07-17,288,19149,0,0
"539","Alamance",2021-07-18,288,19149,0,0
"540","Alamance",2021-07-19,288,19182,0,33
"541","Alamance",2021-07-20,288,19197,0,15
"542","Alamance",2021-07-21,288,19221,0,24
"543","Alamance",2021-07-22,288,19240,0,19
"544","Alamance",2021-07-23,288,19252,0,12
"545","Alamance",2021-07-24,288,19252,0,0
"546","Alamance",2021-07-25,288,19252,0,0
"547","Alamance",2021-07-26,288,19300,0,48
"548","Alamance",2021-07-27,288,19323,0,23
"549","Alamance",2021-07-28,288,19345,0,22
"550","Alamance",2021-07-29,288,19368,0,23
"551","Alamance",2021-07-30,288,19413,0,45
"552","Alamance",2021-07-31,288,19413,0,0
"553","Alamance",2021-08-01,288,19413,0,0
"554","Alamance",2021-08-02,288,19516,0,103
"555","Alamance",2021-08-03,288,19552,0,36
"556","Alamance",2021-08-04,288,19607,0,55
"557","Alamance",2021-08-05,288,19649,0,42
"558","Alamance",2021-08-06,288,19697,0,48
"559","Alamance",2021-08-07,288,19697,0,0
"560","Alamance",2021-08-08,288,19697,0,0
"561","Alamance",2021-08-09,289,19906,1,209
"562","Alamance",2021-08-10,289,19945,0,39
"563","Alamance",2021-08-11,289,20012,0,67
"564","Alamance",2021-08-12,289,20079,0,67
"565","Alamance",2021-08-13,289,20202,0,123
"566","Alamance",2021-08-14,289,20202,0,0
"567","Alamance",2021-08-15,289,20202,0,0
"568","Alamance",2021-08-16,289,20380,0,178
"569","Alamance",2021-08-17,289,20422,0,42
"570","Alamance",2021-08-18,289,20505,0,83
"571","Alamance",2021-08-19,289,20641,0,136
"572","Alamance",2021-08-20,290,20735,1,94
"573","Alamance",2021-08-21,290,20735,0,0
"574","Alamance",2021-08-22,290,20735,0,0
"575","Alamance",2021-08-23,291,20954,1,219
"576","Alamance",2021-08-24,291,21022,0,68
"577","Alamance",2021-08-25,292,21083,1,61
"578","Alamance",2021-08-26,292,21220,0,137
"579","Alamance",2021-08-27,292,21332,0,112
"580","Alamance",2021-08-28,292,21332,0,0
"581","Alamance",2021-08-29,292,21332,0,0
"582","Alamance",2021-08-30,294,21680,2,348
"583","Alamance",2021-08-31,294,21733,0,53
"584","Alamance",2021-09-01,297,21835,3,102
"585","Alamance",2021-09-02,297,21966,0,131
"586","Alamance",2021-09-03,298,22091,1,125
"587","Alamance",2021-09-04,298,22091,0,0
"588","Alamance",2021-09-05,298,22091,0,0
